venta_id,producto_id,comprador_id,ubicacion_comprador,fecha_venta,cantidad,metodo_pago,total,tipo_producto,canal,estatus
779,31,175,CDMX,2024-05-12,1,Crédito,301.84,Artesano,Web,Enviado
780,18,59,Pantepec,2024-05-12,1,Crédito,150.45,Marca IKAL,Instagram,Enviado
781,6,226,Guadalajara,2024-12-06,1,Débito,240.8,Marca IKAL,Facebook,Entregado
782,14,120,CDMX,2024-06-12,1,Débito,681.09,Marca IKAL,Instagram,Cancelado
783,95,123,Querétaro,2024-06-12,2,Débito,1730.92,Artesano,Facebook,Entregado
784,13,256,Puebla,2024-07-12,1,Débito,249.47,Marca IKAL,Web,Entregado
785,13,180,CDMX,2024-07-12,1,Crédito,249.47,Marca IKAL,Facebook,Entregado
786,98,185,Xicotepec de Juárez,2024-12-07,1,Crédito,151.34,Artesano,Web,En preparación
787,68,45,Querétaro,2024-07-12,1,Débito,335.5,Artesano,Web,Enviado
788,36,100,Toluca,2024-07-12,1,Débito,853.51,Artesano,Facebook,Entregado
789,42,98,Monterrey,2024-08-12,1,Débito,855.52,Artesano,Web,Entregado
790,79,6,Puebla,2024-08-12,1,Crédito,440.88,Artesano,Instagram,Entregado
791,144,187,Monterrey,2024-08-12,1,Crédito,1152.21,Artesano,Web,Enviado
792,18,4,Toluca,2024-08-12,1,Débito,150.45,Marca IKAL,Web,Entregado
793,146,209,CDMX,2024-09-12,1,Crédito,299.41,Artesano,Facebook,Entregado
794,98,59,Pantepec,2024-09-12,1,Crédito,151.34,Artesano,WhatsApp,Entregado
795,146,208,CDMX,2024-09-12,1,Crédito,299.41,Artesano,Instagram,Entregado
796,6,175,CDMX,2024-09-12,2,Crédito,481.6,Marca IKAL,Web,Entregado
797,68,176,Guadalajara,2024-09-12,1,Débito,335.5,Artesano,Instagram,Cancelado
798,98,122,Puebla,2024-09-12,2,Débito,302.68,Artesano,WhatsApp,Entregado
799,36,242,Xicotepec de Juárez,2024-10-12,1,Crédito,853.51,Artesano,WhatsApp,Enviado
800,31,257,CDMX,2024-10-12,1,Crédito,301.84,Artesano,Instagram,Entregado
801,2,197,Guadalajara,2024-10-12,2,Crédito,2054.08,Marca IKAL,WhatsApp,Entregado
802,144,240,Toluca,2024-10-12,1,Crédito,1152.21,Artesano,Instagram,Entregado
803,62,216,Puebla,2024-10-12,1,Débito,538.39,Artesano,Web,Enviado
804,88,168,Monterrey,2024-10-12,1,Crédito,866.06,Artesano,WhatsApp,Entregado
805,20,151,CDMX,2024-10-12,1,Crédito,1250.45,Marca IKAL,Web,En preparación
806,137,6,Puebla,2024-11-12,1,Débito,293.88,Artesano,Web,Cancelado
807,79,62,Toluca,2024-11-12,1,Crédito,440.88,Artesano,Web,En preparación
808,13,53,Guadalajara,2024-11-12,2,Débito,498.94,Marca IKAL,Facebook,Entregado
809,9,208,CDMX,2024-11-12,1,Crédito,942.9,Marca IKAL,Web,Entregado
810,88,70,Puebla,2024-11-12,1,Crédito,866.06,Artesano,Web,Entregado
811,98,53,Guadalajara,2024-12-11,2,Débito,302.68,Artesano,Web,Enviado
812,6,39,CDMX,2024-11-12,1,Débito,240.8,Marca IKAL,Instagram,Entregado
813,95,248,CDMX,2024-12-12,1,Débito,865.46,Artesano,Facebook,Entregado
814,137,184,Guadalajara,2024-12-12,1,Crédito,293.88,Artesano,Instagram,Cancelado
815,112,11,Puebla,2024-12-12,2,Débito,289.5,Artesano,Web,Entregado
816,149,45,Querétaro,2024-12-12,1,Débito,339.62,Artesano,Web,Entregado
817,23,100,Toluca,2024-12-13,1,Crédito,1049.71,Marca IKAL,Instagram,En preparación
818,68,15,CDMX,2024-12-13,2,Débito,671.0,Artesano,Facebook,Entregado
819,144,20,Toluca,2024-12-13,1,Crédito,1152.21,Artesano,WhatsApp,Cancelado
820,79,45,Querétaro,2024-12-13,1,Débito,440.88,Artesano,Instagram,Entregado
821,95,256,Puebla,2024-12-13,1,Crédito,865.46,Artesano,Web,Entregado
822,102,25,Monterrey,2024-12-14,1,Crédito,813.91,Artesano,WhatsApp,Cancelado
823,16,194,Puebla,2024-12-14,1,Débito,885.45,Marca IKAL,Web,En preparación
824,102,156,Monterrey,2024-12-15,2,Débito,1627.82,Artesano,Facebook,Entregado
825,137,232,CDMX,2024-12-15,1,Crédito,293.88,Artesano,Web,Entregado
826,144,221,Toluca,2024-12-15,1,Crédito,1152.21,Artesano,WhatsApp,Enviado
827,19,233,Monterrey,2024-12-15,1,Débito,938.48,Marca IKAL,Web,Entregado
828,36,97,CDMX,2024-12-16,1,Débito,853.51,Artesano,Web,Entregado
829,62,98,Monterrey,2024-12-16,1,Débito,538.39,Artesano,Web,Entregado
830,14,215,Toluca,2024-12-16,1,Débito,681.09,Marca IKAL,WhatsApp,Entregado
831,36,93,Puebla,2024-12-16,1,Débito,853.51,Artesano,Web,Cancelado
832,149,127,Guadalajara,2024-12-16,1,Débito,339.62,Artesano,Instagram,Entregado
833,14,137,CDMX,2024-12-16,1,Débito,681.09,Marca IKAL,Web,En preparación
834,85,52,Monterrey,2024-12-16,1,Débito,648.37,Artesano,WhatsApp,Entregado
835,88,253,Guadalajara,2024-12-17,1,Débito,866.06,Artesano,Instagram,Entregado
836,70,112,Querétaro,2024-12-17,1,Crédito,726.27,Artesano,Instagram,Entregado
837,137,145,Puebla,2024-12-17,1,Crédito,293.88,Artesano,Web,Entregado
838,112,200,Toluca,2024-12-17,1,Crédito,144.75,Artesano,Web,Enviado
839,31,157,CDMX,2024-12-17,1,Débito,301.84,Artesano,Instagram,Cancelado
840,16,49,Guadalajara,2024-12-17,1,Crédito,885.45,Marca IKAL,Instagram,Entregado
841,5,260,Puebla,2024-12-17,2,Crédito,589.44,Marca IKAL,Facebook,Entregado
842,70,51,Guadalajara,2024-12-17,1,Débito,726.27,Artesano,Instagram,Entregado
843,149,95,Querétaro,2024-12-17,2,Crédito,679.24,Artesano,Web,Enviado
844,95,160,Guadalajara,2024-12-17,1,Crédito,865.46,Artesano,Web,Entregado
845,88,58,Querétaro,2024-12-17,2,Débito,1732.12,Artesano,Web,Entregado
846,70,93,Puebla,2024-12-17,1,Crédito,726.27,Artesano,Instagram,Entregado
847,18,259,Xicotepec de Juárez,2024-12-18,1,Débito,150.45,Marca IKAL,Web,Entregado
848,31,240,Toluca,2024-12-18,1,Débito,301.84,Artesano,Instagram,Entregado
849,12,103,Xicotepec de Juárez,2024-12-18,1,Crédito,1049.0,Marca IKAL,Facebook,Entregado
850,19,119,Monterrey,2024-12-18,1,Débito,938.48,Marca IKAL,Web,En preparación
851,144,180,CDMX,2024-12-18,1,Crédito,1152.21,Artesano,Web,Entregado
852,68,255,Xicotepec de Juárez,2024-12-18,1,Crédito,335.5,Artesano,Instagram,Enviado
853,98,180,CDMX,2024-12-19,1,Débito,151.34,Artesano,Instagram,Enviado
854,18,167,Toluca,2024-12-20,1,Crédito,150.45,Marca IKAL,WhatsApp,Entregado
855,137,159,Monterrey,2024-12-20,1,Débito,293.88,Artesano,WhatsApp,Entregado
856,62,213,Querétaro,2024-12-20,2,Crédito,1076.78,Artesano,Facebook,Entregado
857,36,44,Monterrey,2024-12-20,1,Crédito,853.51,Artesano,Facebook,Entregado
858,36,90,Xicotepec de Juárez,2024-12-20,1,Débito,853.51,Artesano,Instagram,Entregado
859,102,96,Monterrey,2024-12-20,2,Débito,1627.82,Artesano,Web,Enviado
860,137,107,Querétaro,2024-12-20,1,Débito,293.88,Artesano,Web,Entregado
861,19,219,Puebla,2024-12-20,1,Débito,938.48,Marca IKAL,Instagram,Enviado
862,112,247,Toluca,2024-12-20,1,Crédito,144.75,Artesano,Web,Entregado
863,102,248,CDMX,2024-12-20,1,Crédito,813.91,Artesano,Instagram,Entregado
864,42,220,Monterrey,2024-12-20,1,Débito,855.52,Artesano,Instagram,Entregado
865,23,51,Guadalajara,2024-12-20,2,Débito,2099.42,Marca IKAL,Web,Entregado
866,1,108,Querétaro,2024-12-20,1,Débito,331.73,Marca IKAL,Web,En preparación
867,137,149,CDMX,2024-12-20,1,Débito,293.88,Artesano,Web,Entregado
868,68,70,Puebla,2024-12-21,1,Débito,335.5,Artesano,Web,Entregado
869,98,6,Puebla,2024-12-21,1,Crédito,151.34,Artesano,WhatsApp,Entregado
870,85,229,Toluca,2024-12-21,1,Crédito,648.37,Artesano,Instagram,Entregado
871,149,160,Guadalajara,2024-12-22,1,Crédito,339.62,Artesano,Web,En preparación
872,144,83,Xicotepec de Juárez,2024-12-22,2,Débito,2304.42,Artesano,Facebook,Entregado
873,98,184,Guadalajara,2024-12-22,1,Crédito,151.34,Artesano,Web,En preparación
874,13,111,Puebla,2024-12-22,1,Débito,249.47,Marca IKAL,Instagram,Enviado
875,85,153,Puebla,2024-12-22,1,Crédito,648.37,Artesano,Facebook,En preparación
876,62,180,CDMX,2024-12-22,2,Crédito,1076.78,Artesano,Web,Entregado
877,5,217,Xicotepec de Juárez,2024-12-23,1,Crédito,294.72,Marca IKAL,Web,Entregado
878,144,224,Toluca,2024-12-23,1,Crédito,1152.21,Artesano,Web,Entregado
879,149,217,Xicotepec de Juárez,2024-12-23,1,Débito,339.62,Artesano,Web,En preparación
880,70,179,Xicotepec de Juárez,2024-12-23,1,Crédito,726.27,Artesano,Web,Entregado
881,36,149,CDMX,2024-12-24,1,Débito,853.51,Artesano,Instagram,Entregado
882,2,271,Monterrey,2024-12-24,1,Débito,1027.04,Marca IKAL,WhatsApp,Entregado
883,112,45,Querétaro,2024-12-24,1,Crédito,144.75,Artesano,Instagram,Cancelado
884,20,173,Querétaro,2024-12-24,1,Crédito,1250.45,Marca IKAL,Instagram,Entregado
885,12,250,Guadalajara,2024-12-24,1,Crédito,1049.0,Marca IKAL,Web,Entregado
886,102,87,CDMX,2024-12-24,1,Crédito,813.91,Artesano,WhatsApp,Cancelado
887,102,93,Puebla,2024-12-24,1,Débito,813.91,Artesano,Facebook,Enviado
888,68,59,Pantepec,2024-12-24,1,Débito,335.5,Artesano,Instagram,Entregado
889,1,232,CDMX,2024-12-25,2,Débito,663.46,Marca IKAL,Web,Entregado
890,88,174,Toluca,2024-12-25,1,Débito,866.06,Artesano,Instagram,Entregado
891,62,281,Toluca,2024-12-25,1,Débito,538.39,Artesano,Instagram,Entregado
892,95,66,Guadalajara,2024-12-25,2,Crédito,1730.92,Artesano,WhatsApp,Enviado
893,9,176,Guadalajara,2024-12-26,2,Crédito,1885.8,Marca IKAL,WhatsApp,Entregado
894,85,119,Monterrey,2024-12-26,1,Débito,648.37,Artesano,Facebook,Entregado
895,42,225,Querétaro,2024-12-26,1,Débito,855.52,Artesano,Facebook,Entregado
896,36,139,Monterrey,2024-12-26,2,Crédito,1707.02,Artesano,WhatsApp,Entregado
897,88,107,Querétaro,2024-12-26,1,Crédito,866.06,Artesano,Facebook,Entregado
898,137,80,Monterrey,2024-12-26,1,Crédito,293.88,Artesano,Web,Entregado
899,16,279,Guadalajara,2024-12-26,1,Crédito,885.45,Marca IKAL,Instagram,Entregado
900,95,198,CDMX,2024-12-26,1,Crédito,865.46,Artesano,Instagram,Entregado
901,18,91,CDMX,2024-12-26,1,Crédito,150.45,Marca IKAL,Web,Cancelado
902,31,134,Querétaro,2024-12-26,2,Crédito,603.68,Artesano,Instagram,Entregado
903,36,121,Pantepec,2024-12-27,2,Débito,1707.02,Artesano,Instagram,Entregado
904,68,146,Xicotepec de Juárez,2024-12-27,1,Débito,335.5,Artesano,Instagram,Enviado
905,144,231,Xicotepec de Juárez,2024-12-27,1,Débito,1152.21,Artesano,Instagram,Entregado
906,10,20,Toluca,2024-12-27,1,Crédito,979.72,Marca IKAL,Instagram,Entregado
907,15,23,Guadalajara,2024-12-27,1,Crédito,705.11,Marca IKAL,Facebook,Entregado
908,20,233,Monterrey,2024-12-27,1,Débito,1250.45,Marca IKAL,Web,Entregado
909,112,158,CDMX,2024-12-27,1,Débito,144.75,Artesano,Facebook,Entregado
910,146,43,Puebla,2024-12-28,1,Crédito,299.41,Artesano,Web,Entregado
911,42,7,Monterrey,2024-12-28,1,Crédito,855.52,Artesano,Instagram,Enviado
912,36,69,Monterrey,2024-12-28,1,Crédito,853.51,Artesano,Facebook,Entregado
913,6,17,Querétaro,2024-12-28,2,Crédito,481.6,Marca IKAL,Facebook,Entregado
914,2,221,Toluca,2024-12-28,1,Débito,1027.04,Marca IKAL,Web,Entregado
915,12,256,Puebla,2024-12-28,1,Débito,1049.0,Marca IKAL,Web,Entregado
916,42,65,CDMX,2024-12-28,1,Crédito,855.52,Artesano,Web,Entregado
917,137,220,Monterrey,2024-12-29,1,Crédito,293.88,Artesano,WhatsApp,Enviado
918,146,251,Monterrey,2024-12-29,1,Crédito,299.41,Artesano,Facebook,Entregado
919,36,137,CDMX,2024-12-29,2,Débito,1707.02,Artesano,Facebook,Enviado
920,79,104,Puebla,2024-12-29,2,Crédito,881.76,Artesano,WhatsApp,Entregado
921,102,59,Pantepec,2024-12-29,1,Crédito,813.91,Artesano,WhatsApp,Entregado
922,85,160,Guadalajara,2024-12-29,1,Crédito,648.37,Artesano,Facebook,Entregado
923,10,228,Guadalajara,2024-12-29,1,Débito,979.72,Marca IKAL,Web,Cancelado
924,31,17,Querétaro,2024-12-29,1,Crédito,301.84,Artesano,Instagram,Enviado
925,68,43,Puebla,2024-12-29,2,Crédito,671.0,Artesano,Web,Entregado
926,36,195,Puebla,2024-12-29,1,Débito,853.51,Artesano,Facebook,Entregado
927,110,59,Pantepec,2024-12-30,1,Crédito,474.43,Artesano,Instagram,Enviado
928,31,167,Toluca,2024-12-30,1,Débito,301.84,Artesano,Instagram,Entregado
929,29,120,CDMX,2024-12-30,1,Crédito,875.71,Marca IKAL,WhatsApp,Entregado
930,23,68,Toluca,2024-12-30,2,Débito,2099.42,Marca IKAL,Instagram,Entregado
931,1,253,Guadalajara,2024-12-30,1,Crédito,331.73,Marca IKAL,WhatsApp,Entregado
932,42,129,Monterrey,2024-12-30,2,Débito,1711.04,Artesano,Web,Entregado
933,15,229,Toluca,2024-12-30,1,Débito,705.11,Marca IKAL,Facebook,Entregado
934,42,66,Guadalajara,2024-12-30,1,Débito,855.52,Artesano,Web,Entregado
935,98,69,Monterrey,2024-12-31,1,Débito,151.34,Artesano,Facebook,Entregado
936,29,46,Xicotepec de Juárez,2024-12-31,1,Crédito,875.71,Marca IKAL,Instagram,Entregado
937,146,52,Monterrey,2024-12-31,1,Crédito,299.41,Artesano,Web,Cancelado
938,85,197,Guadalajara,2024-12-31,1,Crédito,648.37,Artesano,Web,Entregado
939,36,107,Querétaro,2024-12-31,1,Crédito,853.51,Artesano,Instagram,Entregado
940,95,260,Puebla,2024-12-31,2,Crédito,1730.92,Artesano,Facebook,Enviado
941,6,244,Monterrey,2024-12-31,1,Crédito,240.8,Marca IKAL,Instagram,Entregado
942,102,97,CDMX,2025-01-01,1,Crédito,813.91,Artesano,Facebook,Entregado
943,149,72,CDMX,2025-01-01,1,Débito,339.62,Artesano,Facebook,Entregado
944,60,20,Toluca,2025-01-01,1,Crédito,1057.06,Artesano,Web,Entregado
945,68,151,CDMX,2025-02-01,1,Crédito,335.5,Artesano,WhatsApp,Entregado
946,13,155,Guadalajara,2025-02-01,1,Crédito,249.47,Marca IKAL,Instagram,En preparación
947,60,143,Toluca,2025-02-01,1,Crédito,1057.06,Artesano,Instagram,Entregado
948,60,118,Monterrey,2025-03-01,1,Débito,1057.06,Artesano,Instagram,Entregado
949,137,242,Xicotepec de Juárez,2025-03-01,1,Crédito,293.88,Artesano,Instagram,Enviado
950,60,8,Xicotepec de Juárez,2025-03-01,1,Crédito,1057.06,Artesano,Web,Entregado
951,95,231,Xicotepec de Juárez,2025-04-01,1,Débito,865.46,Artesano,Web,Entregado
952,60,167,Toluca,2025-05-01,1,Crédito,1057.06,Artesano,Web,Cancelado
953,36,174,Toluca,2025-06-01,1,Débito,853.51,Artesano,Web,Entregado
954,62,61,CDMX,2025-07-01,1,Crédito,538.39,Artesano,Facebook,Entregado
955,4,58,Querétaro,2025-09-01,1,Débito,1124.79,Marca IKAL,Web,Entregado
956,112,250,Guadalajara,2025-10-01,1,Crédito,144.75,Artesano,Instagram,Entregado
957,23,168,Monterrey,2025-12-01,1,Débito,1049.71,Marca IKAL,Instagram,Entregado
958,36,55,Guadalajara,2025-01-13,1,Débito,853.51,Artesano,Facebook,Entregado
959,95,237,CDMX,2025-01-14,1,Crédito,865.46,Artesano,Web,Entregado
960,47,217,Xicotepec de Juárez,2025-01-15,1,Crédito,673.74,Artesano,Facebook,Entregado
961,42,95,Querétaro,2025-01-15,1,Crédito,855.52,Artesano,Facebook,Entregado
962,5,202,Querétaro,2025-01-15,1,Débito,294.72,Marca IKAL,WhatsApp,Enviado
963,79,180,CDMX,2025-01-15,1,Débito,440.88,Artesano,Instagram,Cancelado
964,112,131,Puebla,2025-01-15,1,Crédito,144.75,Artesano,Instagram,En preparación
965,137,170,CDMX,2025-01-16,1,Débito,293.88,Artesano,Web,Entregado
966,36,267,Toluca,2025-01-16,1,Crédito,853.51,Artesano,Web,Entregado
967,12,15,CDMX,2025-01-18,1,Crédito,1049.0,Marca IKAL,Instagram,Cancelado
968,29,155,Guadalajara,2025-01-19,1,Crédito,875.71,Marca IKAL,WhatsApp,Entregado
969,29,158,CDMX,2025-01-19,1,Crédito,875.71,Marca IKAL,Facebook,Entregado
970,140,53,Guadalajara,2025-01-19,1,Crédito,1069.46,Artesano,Instagram,Enviado
971,102,13,Monterrey,2025-01-20,1,Crédito,813.91,Artesano,Web,Entregado
972,75,246,Pantepec,2025-01-21,1,Débito,333.06,Artesano,Instagram,Entregado
973,123,297,Guadalajara,2025-01-21,1,Crédito,250.94,Artesano,Web,Entregado
974,36,150,Puebla,2025-01-21,1,Crédito,853.51,Artesano,Instagram,Entregado
975,149,146,Xicotepec de Juárez,2025-01-22,2,Crédito,679.24,Artesano,Web,Entregado
976,110,12,Puebla,2025-01-22,1,Débito,474.43,Artesano,WhatsApp,En preparación
977,140,120,CDMX,2025-01-23,1,Débito,1069.46,Artesano,Web,Entregado
978,2,34,Puebla,2025-01-23,2,Crédito,2054.08,Marca IKAL,Instagram,Entregado
979,112,200,Toluca,2025-01-23,1,Débito,144.75,Artesano,Facebook,Entregado
980,53,31,Guadalajara,2025-01-23,1,Crédito,925.01,Artesano,Instagram,Entregado
981,11,151,CDMX,2025-01-23,1,Débito,596.55,Marca IKAL,Instagram,Entregado
982,22,141,CDMX,2025-01-26,1,Crédito,920.64,Marca IKAL,Facebook,Enviado
983,31,104,Puebla,2025-01-26,1,Débito,301.84,Artesano,Facebook,En preparación
984,2,236,Querétaro,2025-01-27,1,Débito,1027.04,Marca IKAL,Instagram,Entregado
985,75,51,Guadalajara,2025-01-27,1,Débito,333.06,Artesano,Facebook,Entregado
986,53,154,Pantepec,2025-01-28,1,Débito,925.01,Artesano,Instagram,Entregado
987,95,12,Puebla,2025-01-28,1,Débito,865.46,Artesano,Web,Cancelado
988,68,119,Monterrey,2025-01-30,1,Débito,335.5,Artesano,Web,Entregado
989,79,194,Puebla,2025-01-31,2,Crédito,881.76,Artesano,Facebook,Enviado
990,2,31,Guadalajara,2025-01-31,1,Crédito,1027.04,Marca IKAL,WhatsApp,Entregado
991,47,11,Puebla,2025-01-31,1,Débito,673.74,Artesano,Web,Entregado
992,79,116,Monterrey,2025-02-02,1,Crédito,440.88,Artesano,Web,Enviado
993,98,7,Monterrey,2025-03-02,1,Crédito,151.34,Artesano,Web,Entregado
994,144,331,CDMX,2025-05-02,1,Crédito,1152.21,Artesano,Facebook,Entregado
995,85,111,Puebla,2025-05-02,1,Débito,648.37,Artesano,Instagram,Entregado
996,29,51,Guadalajara,2025-06-02,1,Crédito,875.71,Marca IKAL,Web,Entregado
997,5,232,CDMX,2025-06-02,1,Crédito,294.72,Marca IKAL,Instagram,Entregado
998,98,64,CDMX,2025-06-02,1,Débito,151.34,Artesano,Instagram,Entregado
999,60,68,Toluca,2025-02-07,1,Débito,1057.06,Artesano,Web,Entregado
1000,144,164,Xicotepec de Juárez,2025-08-02,1,Débito,1152.21,Artesano,Facebook,Entregado
1001,112,29,CDMX,2025-09-02,1,Débito,144.75,Artesano,Instagram,Cancelado
1002,85,73,Querétaro,2025-09-02,1,Crédito,648.37,Artesano,Instagram,Entregado
1003,137,46,Xicotepec de Juárez,2025-10-02,1,Crédito,293.88,Artesano,WhatsApp,Entregado
1004,4,101,Puebla,2025-10-02,2,Crédito,2249.58,Marca IKAL,Facebook,Entregado
1005,31,331,CDMX,2025-10-02,1,Crédito,301.84,Artesano,Web,Entregado
1006,93,138,Querétaro,2025-12-02,1,Débito,944.22,Artesano,Web,En preparación
1007,36,324,Querétaro,2025-02-13,1,Crédito,853.51,Artesano,Instagram,Entregado
1008,102,217,Xicotepec de Juárez,2025-02-15,1,Débito,813.91,Artesano,Facebook,En preparación
1009,137,106,Toluca,2025-02-16,1,Débito,293.88,Artesano,Web,Entregado
1010,36,195,Puebla,2025-02-17,1,Débito,853.51,Artesano,Web,Entregado
1011,144,61,CDMX,2025-02-17,2,Crédito,2304.42,Artesano,Web,Cancelado
1012,60,137,CDMX,2025-02-18,1,Débito,1057.06,Artesano,Web,Entregado
1013,137,183,Toluca,2025-02-18,1,Débito,293.88,Artesano,Web,Entregado
1014,138,345,Toluca,2025-02-19,1,Débito,406.86,Artesano,Web,Enviado
1015,112,299,Puebla,2025-02-19,1,Débito,144.75,Artesano,Instagram,Entregado
1016,137,51,Guadalajara,2025-02-19,2,Débito,587.76,Artesano,Instagram,Entregado
1017,112,141,CDMX,2025-02-20,1,Débito,144.75,Artesano,Instagram,Entregado
1018,75,125,Toluca,2025-02-21,2,Crédito,666.12,Artesano,Instagram,Entregado
1019,5,21,Puebla,2025-02-21,1,Débito,294.72,Marca IKAL,Web,Entregado
1020,19,66,Guadalajara,2025-02-22,1,Débito,938.48,Marca IKAL,WhatsApp,Entregado
1021,20,166,Monterrey,2025-02-22,2,Débito,2500.9,Marca IKAL,WhatsApp,Entregado
1022,138,24,CDMX,2025-02-23,1,Crédito,406.86,Artesano,WhatsApp,Entregado
1023,36,282,Puebla,2025-02-24,1,Crédito,853.51,Artesano,Instagram,Entregado
1024,36,110,Puebla,2025-02-24,1,Débito,853.51,Artesano,Web,Entregado
1025,85,140,Monterrey,2025-02-25,2,Crédito,1296.74,Artesano,Web,Entregado
1026,14,78,Xicotepec de Juárez,2025-02-25,1,Débito,681.09,Marca IKAL,Web,Entregado
1027,79,22,Monterrey,2025-02-25,2,Débito,881.76,Artesano,Web,Entregado
1028,19,228,Guadalajara,2025-02-25,1,Crédito,938.48,Marca IKAL,Instagram,Entregado
1029,112,139,Monterrey,2025-02-25,1,Débito,144.75,Artesano,Facebook,En preparación
1030,1,185,Xicotepec de Juárez,2025-02-26,1,Crédito,331.73,Marca IKAL,Web,En preparación
1031,75,111,Puebla,2025-02-26,2,Crédito,666.12,Artesano,Instagram,Entregado
1032,79,296,CDMX,2025-02-26,1,Débito,440.88,Artesano,Web,Entregado
1033,70,359,Xicotepec de Juárez,2025-02-26,1,Crédito,726.27,Artesano,Web,En preparación
1034,36,97,CDMX,2025-02-26,1,Débito,853.51,Artesano,Instagram,Entregado
1035,2,242,Xicotepec de Juárez,2025-02-27,1,Débito,1027.04,Marca IKAL,Web,Entregado
1036,5,85,Puebla,2025-02-27,1,Crédito,294.72,Marca IKAL,Instagram,En preparación
1037,23,332,Puebla,2025-02-27,1,Crédito,1049.71,Marca IKAL,Instagram,Entregado
1038,102,175,CDMX,2025-01-03,1,Débito,813.91,Artesano,Instagram,Entregado
1039,137,319,Querétaro,2025-01-03,1,Crédito,293.88,Artesano,Web,Entregado
1040,68,194,Puebla,2025-01-03,1,Crédito,335.5,Artesano,WhatsApp,Entregado
1041,13,189,Puebla,2025-02-03,1,Débito,249.47,Marca IKAL,Web,Cancelado
1042,18,78,Xicotepec de Juárez,2025-02-03,2,Débito,300.9,Marca IKAL,Facebook,Entregado
1043,22,173,Querétaro,2025-02-03,1,Débito,920.64,Marca IKAL,Web,Entregado
1044,53,57,Monterrey,2025-02-03,1,Crédito,925.01,Artesano,Web,En preparación
1045,36,192,Xicotepec de Juárez,2025-02-03,1,Crédito,853.51,Artesano,Facebook,Entregado
1046,93,332,Puebla,2025-02-03,1,Crédito,944.22,Artesano,Facebook,Entregado
1047,93,236,Querétaro,2025-02-03,1,Débito,944.22,Artesano,Web,Enviado
1048,147,174,Toluca,2025-03-03,1,Crédito,273.39,Artesano,Facebook,Entregado
1049,79,363,CDMX,2025-03-03,2,Crédito,881.76,Artesano,Web,En preparación
1050,93,169,Puebla,2025-03-03,1,Crédito,944.22,Artesano,Web,En preparación
1051,19,28,Guadalajara,2025-04-03,1,Crédito,938.48,Marca IKAL,Web,En preparación
1052,11,333,CDMX,2025-04-03,1,Débito,596.55,Marca IKAL,Facebook,Entregado
1053,112,340,Guadalajara,2025-04-03,1,Débito,144.75,Artesano,Web,Entregado
1054,85,100,Toluca,2025-05-03,1,Débito,648.37,Artesano,Web,Entregado
1055,75,283,Monterrey,2025-05-03,1,Crédito,333.06,Artesano,Web,Entregado
1056,10,244,Monterrey,2025-05-03,1,Débito,979.72,Marca IKAL,Instagram,Enviado
1057,101,170,CDMX,2025-05-03,1,Crédito,292.88,Artesano,Instagram,En preparación
1058,75,69,Monterrey,2025-06-03,1,Débito,333.06,Artesano,Facebook,Entregado
1059,14,186,Querétaro,2025-07-03,1,Débito,681.09,Marca IKAL,Instagram,Entregado
1060,36,352,Querétaro,2025-07-03,1,Crédito,853.51,Artesano,Web,Entregado
1061,141,130,CDMX,2025-07-03,1,Débito,228.97,Artesano,WhatsApp,Entregado
1062,147,360,Monterrey,2025-07-03,2,Crédito,546.78,Artesano,Facebook,Enviado
1063,9,109,Pantepec,2025-08-03,1,Débito,942.9,Marca IKAL,Web,Entregado
1064,149,78,Xicotepec de Juárez,2025-08-03,1,Débito,339.62,Artesano,Web,Entregado
1065,147,348,Xicotepec de Juárez,2025-03-08,1,Crédito,273.39,Artesano,Instagram,Enviado
1066,68,53,Guadalajara,2025-09-03,2,Débito,671.0,Artesano,Instagram,Enviado
1067,23,161,Puebla,2025-09-03,1,Débito,1049.71,Marca IKAL,WhatsApp,Entregado
1068,42,24,CDMX,2025-10-03,1,Débito,855.52,Artesano,Facebook,Entregado
1069,60,132,Puebla,2025-10-03,1,Crédito,1057.06,Artesano,WhatsApp,En preparación
1070,102,263,Querétaro,2025-10-03,1,Débito,813.91,Artesano,Facebook,Entregado
1071,98,271,Monterrey,2025-10-03,1,Débito,151.34,Artesano,Web,Entregado
1072,79,331,CDMX,2025-10-03,2,Crédito,881.76,Artesano,Web,Entregado
1073,144,346,Guadalajara,2025-10-03,1,Crédito,1152.21,Artesano,Instagram,Entregado
1074,141,272,CDMX,2025-10-03,1,Débito,228.97,Artesano,WhatsApp,Enviado
1075,62,310,Pantepec,2025-10-03,1,Débito,538.39,Artesano,Web,En preparación
1076,110,263,Querétaro,2025-11-03,2,Crédito,948.86,Artesano,Instagram,Entregado
1077,9,72,CDMX,2025-11-03,1,Débito,942.9,Marca IKAL,Instagram,Entregado
1078,112,110,Puebla,2025-11-03,1,Crédito,144.75,Artesano,Instagram,Entregado
1079,36,315,Xicotepec de Juárez,2025-12-03,1,Débito,853.51,Artesano,Web,Entregado
1080,42,339,Monterrey,2025-03-13,1,Crédito,855.52,Artesano,Instagram,Entregado
1081,93,299,Puebla,2025-03-13,1,Crédito,944.22,Artesano,WhatsApp,Entregado
1082,137,72,CDMX,2025-03-14,1,Débito,293.88,Artesano,Facebook,Entregado
1083,95,179,Xicotepec de Juárez,2025-03-14,1,Crédito,865.46,Artesano,Facebook,Entregado
